RowID,CrimeDateTime,Location,Description,Weapon,Gender,Age,Race,,District,Neighborhood,Latitude,Longitude
211,2022/11/11 07:00:00+00,4900 HOLABIRD AVE,BURGLARY,,,,,,SOUTHEAST,CANTON INDUSTRIAL AREA,39.2718,-76.5539
212,2022/11/11 00:00:00+00,300 N CHARLES ST,LARCENY,,,,,,CENTRAL,DOWNTOWN,39.2924,-76.6154
213,2022/11/11 02:29:00+00,3900 CLAREMONT ST,BURGLARY,,F,50,,,SOUTHEAST,HIGHLANDTOWN,39.2896,-76.5643
214,2022/11/11 10:10:00+00,ST & ILCHESTER AV,ROBBERY,HANDGUN,M,50,,,NORTHERN,HARWOOD,39.3228,-76.6111
215,2022/11/11 06:58:00+00,1100 WASHINGTON BLVD,BURGLARY,,M,43,WHITE,,SOUTHERN,WASHINGTON VILLAGE/PIGTOWN,39.2824,-76.6331
216,2022/11/11 11:15:00+00,100 W LANVALE ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,70,WHITE,,CENTRAL,BOLTON HILL,39.3071,-76.6218
217,2022/11/11 05:32:00+00,1100 FRAILEY WAY,AUTO THEFT,,M,48,,,NORTHEAST,ARMISTEAD GARDENS,39.307,-76.5507
218,2022/11/11 22:00:00+00,4900 GOODNOW RD,LARCENY FROM AUTO,,M,36,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,FRANKFORD,39.3272,-76.5487
219,2022/11/11 02:00:00+00,600 FALLSWAY,COMMON ASSAULT,PERSONAL_WEAPONS,M,31,WHITE,,EASTERN,PENN-FALLSWAY,39.2968,-76.6102
220,2022/11/11 02:00:00+00,600 FALLSWAY,COMMON ASSAULT,PERSONAL_WEAPONS,M,27,WHITE,,EASTERN,PENN-FALLSWAY,39.2968,-76.6102
221,2022/11/11 02:00:01+00,2800 WOODBROOK AVE,ROBBERY,KNIFE_CUTTING_INSTRUMENT,M,65,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,PARKVIEW/WOODBROOK,39.3151,-76.6469
222,2022/10/29 05:30:00+00,300 W FRANKLIN ST,LARCENY FROM AUTO,,F,35,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,DOWNTOWN,39.2948,-76.6209
223,2022/10/28 00:30:00+00,2700 E MADISON ST,AUTO THEFT,,F,28,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,MADISON-EASTEND,39.3001,-76.5795
224,2022/10/28 00:00:00+00,5200 ROLAND AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,13,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,WYNDHURST,39.3566,-76.6347
225,2022/10/28 10:45:00+00,1900 W FAYETTE ST,AGG. ASSAULT,PERSONAL_WEAPONS,F,19,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,PENROSE/FAYETTE STREET OUTREACH,39.2895,-76.648
226,2022/10/28 10:42:00+00,600 BRISBANE RD,COMMON ASSAULT,,F,64,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,BEECHFIELD,39.2741,-76.6944
227,2022/10/28 07:45:00+00,400 E PRATT ST,AGG. ASSAULT,OTHER,M,24,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,INNER HARBOR,39.2867,-76.6099
228,2022/10/28 11:30:00+00,4100 MORAVIA RD,AGG. ASSAULT,PERSONAL_WEAPONS,F,34,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,WALTHERSON,39.3324,-76.5623
229,2022/10/28 01:41:00+00,900 W 36TH ST,LARCENY,,,,,,NORTHERN,HAMPDEN,39.3312,-76.6315
230,2022/10/28 04:35:00+00,3600 KESWICK RD,LARCENY,,,,,,NORTHERN,WYMAN PARK,39.3322,-76.628
231,2022/10/28 17:00:00+00,1600 N HILTON ST,LARCENY,,,,,,SOUTHWEST,ROSEMONT,39.3058,-76.6722
232,2022/10/28 10:00:00+00,3500 WILKENS AVE,BURGLARY,,F,69,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,SAINT AGNES,39.2722,-76.6767
233,2022/10/28 06:00:00+00,700 N LUZERNE AVE,LARCENY,,F,22,WHITE,,EASTERN,MILTON-MONTFORD,39.2992,-76.581
234,2022/10/28 19:28:00+00,2400 JEFFERSON ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,29,BLACK_OR_AFRICAN_AMERICAN,,SOUTHEAST,MCELDERRY PARK,39.2966,-76.5835
235,2022/10/28 11:00:00+00,1900 W LAFAYETTE AVE,BURGLARY,,F,58,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,MIDTOWN-EDMONDSON,39.2988,-76.6486
236,2022/10/28 19:27:00+00,1600 N BENTALOU ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,15,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,COPPIN HEIGHTS/ASH-CO-EAST,39.3064,-76.654
237,2022/10/28 19:27:00+00,1600 N BENTALOU ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,11,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,COPPIN HEIGHTS/ASH-CO-EAST,39.3064,-76.654
238,2022/10/28 19:27:00+00,1600 N BENTALOU ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,14,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,COPPIN HEIGHTS/ASH-CO-EAST,39.3064,-76.654
239,2022/10/28 20:07:00+00,4400 MORAVIA RD,AGG. ASSAULT,BLUNT_OBJECT,M,59,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,FRANKFORD,39.3279,-76.5564
240,2022/10/28 20:25:00+00,3900 PARK HEIGHTS AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,57,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,GREENSPRING,39.3336,-76.6618
241,2022/10/28 20:00:00+00,600 RADNOR AVE,COMMON ASSAULT,,F,22,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,RICHNOR SPRINGS,39.3476,-76.607
242,2022/10/15 07:36:00+00,900 W 36TH ST,LARCENY,,,,,,NORTHERN,HAMPDEN,39.3312,-76.6315
243,2022/10/15 09:40:00+00,1200 E PRESTON ST,LARCENY,,,,,,EASTERN,OLIVER,39.305,-76.6017
244,2022/10/15 08:30:00+00,2600 PENNSYLVANIA AVE,BURGLARY,KNIFE_CUTTING_INSTRUMENT,,,,,WESTERN,PENN NORTH,39.3118,-76.6447
245,2022/10/15 11:00:00+00,5200 YORK RD,LARCENY,,,,,,NORTHERN,RADNOR-WINSTON,39.3518,-76.6098
246,2022/10/15 15:00:00+00,300 W BALTIMORE ST,COMMON ASSAULT,OTHER,,,,,CENTRAL,DOWNTOWN,39.2894,-76.6195
247,2022/10/15 15:15:00+00,1500 RUSSELL ST,LARCENY,,,,,,SOUTHERN,CARROLL - CAMDEN INDUSTRIAL AREA,39.2742,-76.6279
248,2022/10/15 08:08:00+00,200 W CHASE ST,LARCENY,,,,,,CENTRAL,MID-TOWN BELVEDERE,39.3014,-76.6197
249,2022/10/15 08:05:00+00,1600 WICOMICO ST,BURGLARY,,,,,,SOUTHERN,CARROLL - CAMDEN INDUSTRIAL AREA,39.2743,-76.6357
250,2022/10/15 15:54:00+00,3700 EASTERN AVE,LARCENY,,,,,,SOUTHEAST,HIGHLANDTOWN,39.2867,-76.5661
251,2022/10/15 15:37:00+00,4400 PARK HEIGHTS AVE,LARCENY,,,,,,NORTHWEST,CENTRAL PARK HEIGHTS,39.3405,-76.6672
252,2022/10/15 17:20:00+00,5500 KENNISON AVE,BURGLARY,,,,,,NORTHWEST,GROVE PARK,39.3425,-76.6993
253,2022/10/15 00:00:00+00,600 E PRATT ST,LARCENY,,,,,,CENTRAL,INNER HARBOR,39.2868,-76.6077
254,2022/10/15 18:37:00+00,4600 EDMONDSON AVE,LARCENY,,,,,,SOUTHWEST,HUNTING RIDGE,39.2934,-76.6957
255,2022/10/15 19:05:00+00,3800 W FOREST PARK AVE,ROBBERY - COMMERCIAL,HANDGUN,,,,,NORTHWEST,CONCERNED CITIZENS OF FOREST PARK,39.3257,-76.6826
256,2022/10/15 18:52:00+00,600 E PRATT ST,LARCENY,,,,,,CENTRAL,INNER HARBOR,39.2868,-76.6077
257,2022/10/15 19:26:00+00,600 E PRATT ST,LARCENY,,,,,,CENTRAL,INNER HARBOR,39.2868,-76.6077
258,2022/10/15 19:40:00+00,5400 REISTERSTOWN RD,LARCENY,,,,,,NORTHWEST,WOODMERE,39.347,-76.6891
259,2022/10/15 15:30:00+00,3500 W GARRISON AVE,BURGLARY,,,,,,NORTHWEST,CENTRAL PARK HEIGHTS,39.3454,-76.6769
260,2022/10/15 19:53:53+00,2600 WILKENS AVE,HOMICIDE,FIREARM,Male,53,ASIAN,,SOUTHWEST,MILLHILL,39.279,-76.6561
261,2022/10/15 22:45:45+00,0 S MONASTERY AVE,HOMICIDE,FIREARM,Male,38,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,SAINT JOSEPHS,39.2865,-76.6781
262,2022/10/15 19:15:00+00,500 GOLD ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,53,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,DRUID HEIGHTS,39.3091,-76.6374
263,2022/10/15 18:50:00+00,1200 LINWORTH AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,22,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,NEW NORTHWOOD,39.3471,-76.5985
264,2022/10/04 16:20:00+00,5500 FALLS RD,COMMON ASSAULT,PERSONAL_WEAPONS,F,39,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,NORTH ROLAND PARK/POPLAR HILL,39.3615,-76.6462
265,2022/10/04 12:00:00+00,4900 YORK RD,COMMON ASSAULT,,F,51,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,WINSTON-GOVANS,39.3486,-76.6096
266,2022/10/04 11:40:00+00,0 S GREENE ST,LARCENY,,F,54,,,CENTRAL,UNIVERSITY OF MARYLAND,39.2884,-76.6237
267,2022/10/04 05:00:00+00,1700 HOLLINS ST,LARCENY FROM AUTO,,M,36,WHITE,,SOUTHERN,UNION SQUARE,39.2874,-76.6438
268,2022/10/04 18:30:00+00,600 BRISBANE RD,LARCENY,,F,41,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,BEECHFIELD,39.2743,-76.6947
269,2022/10/04 18:45:00+00,200 S CONKLING ST,ROBBERY,HANDGUN,M,47,,,SOUTHEAST,HIGHLANDTOWN,39.2902,-76.5673
270,2022/10/04 16:30:00+00,3800 ROLAND VIEW AVE,AUTO THEFT,,F,34,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,GREENSPRING,39.3333,-76.6579
271,2022/10/04 18:50:00+00,5600 YORK RD,AGG. ASSAULT,BLUNT_OBJECT,F,24,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,HOMELAND,39.358,-76.61
272,2022/10/04 19:00:00+00,2700 REISTERSTOWN RD,COMMON ASSAULT,PERSONAL_WEAPONS,F,32,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,LIBERTY SQUARE,39.3185,-76.6527
273,2022/10/04 19:30:00+00,400 N MONTFORD AVE,AGG. ASSAULT,,M,35,WHITE,,SOUTHEAST,MCELDERRY PARK,39.2956,-76.5836
274,2022/10/04 11:00:00+00,2400 GREENMOUNT AVE,COMMON ASSAULT,,M,62,WHITE,,EASTERN,BARCLAY,39.3163,-76.6095
275,2022/10/04 22:30:00+00,100 DIENER PL,COMMON ASSAULT,PERSONAL_WEAPONS,F,32,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,IRVINGTON,39.2838,-76.6881
276,2022/10/04 22:10:00+00,3400 BELAIR RD,ROBBERY,FIREARM,M,65,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,BELAIR-EDISON,39.3225,-76.5726
277,2022/10/04 18:00:00+00,2500 DRUID HILL AVE,BURGLARY,,F,44,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,PENN NORTH,39.3138,-76.6415
278,2022/10/04 22:40:00+00,1000 FLEET ST,COMMON ASSAULT,,M,38,WHITE,,SOUTHEAST,INNER HARBOR,39.2843,-76.6002
279,2022/10/04 23:40:00+00,1500 MORELAND AVE,BURGLARY,,M,43,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,COPPIN HEIGHTS/ASH-CO-EAST,39.3059,-76.6558
280,2022/10/04 16:00:00+00,2100 E FAYETTE ST,AGG. ASSAULT,,F,38,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,CARE,39.2943,-76.5874
281,2022/10/04 22:00:00+00,1800 WADSWORTH WAY,AUTO THEFT,,F,79,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,LOCH RAVEN,39.3603,-76.5796
282,2022/11/11 13:40:00+00,600 MOUNT HOLLY ST,AGG. ASSAULT,ASPHYXIATION,M,37,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,EDGEWOOD,39.2944,-76.6798
283,2022/11/11 13:40:00+00,600 MOUNT HOLLY ST,AGG. ASSAULT,ASPHYXIATION,F,32,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,EDGEWOOD,39.2944,-76.6798
284,2022/11/11 18:00:00+00,300 W FAYETTE ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,26,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,DOWNTOWN,39.2904,-76.6197
285,2022/11/11 18:50:00+00,3600 LIBERTY HEIGHTS AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,37,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,FOREST PARK,39.3259,-76.678
286,2022/11/11 19:02:00+00,1300 GREENMOUNT AVE,ROBBERY,PERSONAL_WEAPONS,F,51,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,JOHNSTON SQUARE,39.3052,-76.6082
287,2022/11/11 18:59:00+00,3600 HINELINE RD,AUTO THEFT,,M,59,ASIAN,,SOUTHWEST,VIOLETVILLE,39.2672,-76.678
288,2022/11/11 20:25:00+00,4000 FAIRHAVEN AVE,LARCENY,,M,21,ASIAN,,SOUTHERN,CURTIS BAY,39.2289,-76.5903
289,2022/11/11 19:30:00+00,3800 W FOREST PARK AVE,LARCENY,,M,58,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,CONCERNED CITIZENS OF FOREST PARK,39.3257,-76.6826
290,2022/11/11 20:50:00+00,4000 EASTERN AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,29,,,SOUTHEAST,BREWERS HILL,39.2867,-76.5631
291,2022/11/11 20:50:00+00,100 N HAVEN ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,34,,,SOUTHEAST,BALTIMORE HIGHLANDS,39.2949,-76.563
292,2022/11/11 08:39:00+00,800 N CAREY ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,31,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,HARLEM PARK,39.2983,-76.6386
293,2022/11/11 04:15:51+00,3800 NORFOLK AVE,BURGLARY,,M,,,,NORTHWEST,CONCERNED CITIZENS OF FOREST PARK,39.3249,-76.6828
294,2022/11/11 07:30:00+00,3900 EIERMAN AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,25,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,ARCADIA,39.3304,-76.5666
295,2022/11/11 08:00:00+00,2700 FAIT AVE,BURGLARY,,F,26,WHITE,,SOUTHEAST,CANTON,39.2832,-76.5783
296,2022/11/11 03:00:00+00,2300 KIRK AVE,LARCENY FROM AUTO,,F,36,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,EAST BALTIMORE MIDWAY,39.3162,-76.6042
297,2022/11/11 11:00:00+00,0 W BIDDLE ST,BURGLARY,,M,40,WHITE,,CENTRAL,MID-TOWN BELVEDERE,39.3033,-76.6168
298,2022/11/11 17:00:00+00,800 JACK ST,LARCENY FROM AUTO,,M,22,,,SOUTHERN,BROOKLYN,39.2318,-76.601
299,2022/11/11 20:30:00+00,3900 THE ALAMEDA,AUTO THEFT,,F,30,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,EDNOR GARDENS-LAKESIDE,39.336,-76.5978
300,2022/11/11 21:00:00+00,600 W REDWOOD ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,53,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,UNIVERSITY OF MARYLAND,39.2885,-76.6252
301,2022/11/11 17:00:00+00,100 W CROSS ST,LARCENY,,F,73,ASIAN,,SOUTHERN,SHARP-LEADENHALL,39.2765,-76.6166
302,2022/10/28 23:30:00+00,7000 MCCLEAN BLVD,COMMON ASSAULT,PERSONAL_WEAPONS,F,55,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,HAMILTON HILLS,39.3709,-76.5671
303,2022/10/28 17:00:00+00,800 EXETER HALL AVE,AUTO THEFT,,M,28,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,BETTER WAVERLY,39.3226,-76.6062
304,2022/10/28 19:00:00+00,100 W CENTRE ST,LARCENY,,M,26,WHITE,,CENTRAL,MOUNT VERNON,39.2962,-76.6177
305,2022/10/28 19:00:00+00,1800 JOHNSON ST,LARCENY FROM AUTO,,F,22,BLACK_OR_AFRICAN_AMERICAN,,SOUTHERN,RIVERSIDE,39.2691,-76.6093
306,2022/10/28 11:00:00+00,900 STOLL ST,LARCENY FROM AUTO,,M,30,BLACK_OR_AFRICAN_AMERICAN,,SOUTHERN,BROOKLYN,39.2306,-76.5998
307,2022/10/28 17:29:00+00,300 N WARWICK AVE,AGG. ASSAULT,FIREARM,F,18,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,PENROSE/FAYETTE STREET OUTREACH,39.2921,-76.6561
308,2022/10/28 10:00:00+00,200 International Dr,LARCENY,,M,28,WHITE,,SOUTHEAST,INNER HARBOR,39.2825,-76.6019
309,2022/10/28 17:00:00+00,2700 WINCHESTER ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,13,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,WINCHESTER,39.3014,-76.6622
310,2022/10/28 17:00:00+00,2700 WINCHESTER ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,26,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,WINCHESTER,39.3014,-76.6622
311,2022/10/28 17:00:00+00,2700 WINCHESTER ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,23,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,WINCHESTER,39.3014,-76.6622
312,2022/10/28 17:00:00+00,2700 WINCHESTER ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,12,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,WINCHESTER,39.3014,-76.6622
313,2022/10/28 17:40:00+00,5100 PARK HEIGHTS AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,43,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,CENTRAL PARK HEIGHTS,39.3486,-76.6751
314,2022/10/28 18:20:00+00,300 LIGHT ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,28,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,INNER HARBOR,39.2851,-76.6131
315,2022/10/28 18:20:00+00,300 LIGHT ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,33,WHITE,,CENTRAL,INNER HARBOR,39.2851,-76.6131
316,2022/10/28 17:45:14+00,500 W PRESTON ST,AGG. ASSAULT,PERSONAL_WEAPONS,F,22,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,UPTON,39.2982,-76.6274
317,2022/10/28 17:45:14+00,500 W PRESTON ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,1,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,UPTON,39.2982,-76.6274
318,2022/10/28 18:40:00+00,2400 TERRA FIRMA RD,COMMON ASSAULT,,M,18,BLACK_OR_AFRICAN_AMERICAN,,SOUTHERN,CHERRY HILL,39.2513,-76.6248
319,2022/10/28 18:40:00+00,2400 TERRA FIRMA RD,COMMON ASSAULT,,M,40,,,SOUTHERN,CHERRY HILL,39.2513,-76.6248
320,2022/10/28 20:30:00+00,1500 N GAY ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,32,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,BROADWAY EAST,39.3078,-76.5898
321,2022/10/15 19:25:00+00,600 E 33RD ST,COMMON ASSAULT,,F,58,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,BETTER WAVERLY,39.3282,-76.6084
322,2022/10/15 15:00:00+00,1300 PONTIAC AVE,LARCENY,,M,79,WHITE,,SOUTHERN,CURTIS BAY,39.232,-76.5928
323,2022/10/15 17:00:00+00,600 HARDING PL,LARCENY FROM AUTO,,M,29,WHITE,,NORTHERN,WYMAN PARK,39.3281,-76.6266
324,2022/10/15 08:36:00+00,4000 HILTON RD,LARCENY FROM AUTO,,F,60,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,EAST ARLINGTON,39.3312,-76.668
325,2022/10/15 05:20:00+00,2400 CALLOW AVE,AGG. ASSAULT,PERSONAL_WEAPONS,M,23,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,RESERVOIR HILL,39.3151,-76.6315
326,2022/10/15 04:45:00+00,1000 W LEXINGTON ST,AGG. ASSAULT,OTHER,M,27,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,POPPLETON,39.2909,-76.6353
327,2022/10/15 04:45:00+00,1000 W LEXINGTON ST,LARCENY,OTHER,F,37,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,POPPLETON,39.2909,-76.6353
328,2022/10/15 17:00:00+00,5200 NUTH AVE,LARCENY,,F,53,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,FRANKFORD,39.3361,-76.5523
329,2022/10/15 19:00:00+00,2200 W PRATT ST,AUTO THEFT,,M,46,WHITE,,SOUTHWEST,CARROLLTON RIDGE,39.2849,-76.6515
330,2022/10/15 13:50:00+00,3500 HILTON RD,COMMON ASSAULT,PERSONAL_WEAPONS,M,65,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,ASHBURTON,39.3265,-76.6702
331,2022/10/15 01:56:00+00,100 S COLLINS AVE,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,M,59,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,IRVINGTON,39.285,-76.6834
332,2022/10/15 01:59:00+00,300 CHERRY HILL RD,COMMON ASSAULT,,F,17,BLACK_OR_AFRICAN_AMERICAN,,SOUTHERN,CHERRY HILL,39.2513,-76.6196
333,2022/10/15 03:00:00+00,1000 W LEXINGTON ST,COMMON ASSAULT,,F,48,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,POPPLETON,39.2909,-76.6353
334,2022/10/15 03:46:00+00,4400 ELDERON AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,34,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,WEST ARLINGTON,39.3418,-76.6942
335,2022/10/15 17:30:00+00,4900 LITCHFIELD AVE,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,F,22,WHITE,,NORTHWEST,CENTRAL PARK HEIGHTS,39.344,-76.6778
336,2022/10/15 17:20:00+00,400 N MILTON AVE,COMMON ASSAULT,,F,39,WHITE,,SOUTHEAST,MCELDERRY PARK,39.2958,-76.5821
337,2022/10/15 00:25:00+00,4100 ELDORADO AVE,AGG. ASSAULT,BLUNT_OBJECT,M,48,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,DORCHESTER,39.3352,-76.6893
338,2022/10/15 00:30:00+00,200 E REDWOOD ST,COMMON ASSAULT,,F,52,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,DOWNTOWN,39.2888,-76.6118
339,2022/10/04 11:01:00+00,1200 E NORTH AVE,COMMON ASSAULT,,F,37,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,OLIVER,39.3118,-76.6011
340,2022/10/04 10:00:00+00,1600 E 25TH ST,AUTO THEFT,,F,42,WHITE,,NORTHEAST,DARLEY PARK,39.3167,-76.5953
341,2022/10/04 13:00:00+00,6000 MORAVIA PARK DR,AGG. ASSAULT,FIREARM,M,9,WHITE,,NORTHEAST,FRANKFORD,39.3162,-76.5433
342,2022/10/04 13:00:00+00,6000 MORAVIA PARK DR,AGG. ASSAULT,FIREARM,M,4,WHITE,,NORTHEAST,FRANKFORD,39.3162,-76.5433
343,2022/10/04 02:45:00+00,2400 EUTAW PL,LARCENY,,M,41,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,RESERVOIR HILL,39.3144,-76.6379
344,2022/10/04 12:00:00+00,200 N CASTLE ST,LARCENY FROM AUTO,,F,72,WHITE,,SOUTHEAST,CARE,39.2942,-76.5885
345,2022/10/04 20:30:00+00,6100 BELAIR RD,LARCENY,,F,31,,,NORTHEAST,GLENHAM-BELHAR,39.3494,-76.5369
346,2022/10/04 09:00:00+00,4200 PENNINGTON AVE,LARCENY,,F,48,,,SOUTHERN,CURTIS BAY,39.2275,-76.5886
347,2022/10/04 16:00:00+00,500 N CAROLINE ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,13,,,EASTERN,DUNBAR-BROADWAY,39.2966,-76.5975
348,2022/10/04 16:00:00+00,2200 PENNSYLVANIA AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,40,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,SANDTOWN-WINCHESTER,39.3075,-76.6396
349,2022/10/04 10:00:00+00,6000 MORAVIA PARK DR,BURGLARY,,M,67,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,FRANKFORD,39.3157,-76.5411
350,2022/10/04 10:10:00+00,3300 E BALTIMORE ST,COMMON ASSAULT,,F,19,WHITE,,SOUTHEAST,PATTERSON PARK NEIGHBORHOOD,39.2925,-76.5704
351,2022/10/04 07:15:00+00,4000 LIBERTY HEIGHTS AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,57,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,CENTRAL FOREST PARK,39.3282,-76.6857
352,2022/10/04 13:40:00+00,2400 E FAYETTE ST,BURGLARY,,M,40,WHITE,,SOUTHEAST,PATTERSON PLACE,39.2945,-76.5823
353,2022/10/04 16:00:00+00,2300 LIBERTY HEIGHTS AVE,ROBBERY - COMMERCIAL,OTHER,M,,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,MONDAWMIN,39.3184,-76.6533
354,2022/10/04 16:00:00+00,2300 LIBERTY HEIGHTS AVE,ROBBERY - COMMERCIAL,OTHER,M,67,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,MONDAWMIN,39.3184,-76.6533
355,2022/10/04 10:00:00+00,1500 E MADISON ST,BURGLARY,,F,31,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,GAY STREET,39.2994,-76.5972
356,2022/10/04 09:54:00+00,200 MCMECHEN ST,ROBBERY - COMMERCIAL,PERSONAL_WEAPONS,F,34,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,BOLTON HILL,39.3073,-76.6278
357,2022/10/04 17:18:00+00,3200 GREENMOUNT AVE,LARCENY,,,,,,NORTHERN,BETTER WAVERLY,39.3273,-76.6094
358,2022/11/11 11:00:00+00,0 W BIDDLE ST,LARCENY,,M,32,,,CENTRAL,MID-TOWN BELVEDERE,39.3033,-76.6168
359,2022/11/11 22:30:00+00,HILL RD & WATERVIEW AV,AUTO THEFT,,F,28,BLACK_OR_AFRICAN_AMERICAN,,SOUTHERN,WESTPORT,39.2577,-76.6328
360,2022/11/11 22:00:00+00,4900 GOODNOW RD,LARCENY FROM AUTO,,M,32,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,FRANKFORD,39.3272,-76.5487
