RowID,CrimeDateTime,Location,Description,Weapon,Gender,Age,Race,,District,Neighborhood,Latitude,Longitude
814,2022/08/30 18:00:00+00,2900 BRIGHTON ST,LARCENY,,M,33,,,SOUTHWEST,ROSEMONT,39.3051,-76.6671
815,2022/08/30 20:30:00+00,4900 EASTERN AVE,AUTO THEFT,,F,52,BLACK_OR_AFRICAN_AMERICAN,,SOUTHEAST,PULASKI INDUSTRIAL AREA,39.2872,-76.5542
816,2022/08/30 19:00:00+00,1400 HOMESTEAD ST,LARCENY FROM AUTO,,F,21,,,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,39.323,-76.5992
817,2022/08/30 06:00:00+00,2300 AIKEN ST,LARCENY,,M,31,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,EAST BALTIMORE MIDWAY,39.316,-76.5985
818,2022/08/30 20:33:00+00,0 N WASHINGTON ST,LARCENY FROM AUTO,,M,26,WHITE,,SOUTHEAST,BUTCHER'S HILL,39.2922,-76.5891
819,2022/08/30 19:35:00+00,1900 BANK ST,LARCENY FROM AUTO,,M,44,WHITE,,SOUTHEAST,UPPER FELLS POINT,39.2868,-76.5901
820,2022/08/30 19:30:00+00,0 E LANVALE ST,LARCENY FROM AUTO,,M,20,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,CHARLES NORTH,39.3088,-76.6155
821,2022/08/30 13:21:00+00,1000 PARK AVE,LARCENY,,F,28,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,MID-TOWN BELVEDERE,39.3033,-76.6188
822,2022/08/30 19:00:00+00,500 PARK AVE,LARCENY,,M,33,,,CENTRAL,MOUNT VERNON,39.2957,-76.6182
823,2022/08/30 09:21:00+00,600 E FAYETTE ST,AGG. ASSAULT,,U,,,,CENTRAL,DOWNTOWN,39.2906,-76.6077
824,2022/08/30 03:00:00+00,2700 REMINGTON AVE,RAPE,,F,27,WHITE,,NORTHERN,REMINGTON,39.3204,-76.6208
825,2022/08/30 12:30:00+00,3100 REISTERSTOWN RD,BURGLARY,,M,41,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,LIBERTY SQUARE,39.323,-76.656
826,2022/08/30 15:15:00+00,1800 LETITIA AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,46,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,MORRELL PARK,39.2642,-76.6571
827,2022/08/30 00:25:00+00,900 DUNDALK AVE,AGG. ASSAULT,HANDGUN,F,38,WHITE,,SOUTHEAST,GRACELAND PARK,39.2832,-76.5366
828,2022/08/30 17:00:00+00,700 S POTOMAC ST,LARCENY FROM AUTO,,,,,,SOUTHEAST,CANTON,39.2842,-76.5742
829,2022/08/30 10:14:00+00,100 N HILTON ST,BURGLARY,,,,,,SOUTHWEST,CARROLL-SOUTH HILTON,39.2875,-76.6723
830,2022/08/30 07:30:00+00,AV & ANNTANA AV,AGG. ASSAULT,MOTOR_VEHICLE_VESSEL,M,35,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,FRANKFORD,39.3325,-76.5407
831,2022/08/30 08:02:00+00,2400 BELAIR RD,ROBBERY - COMMERCIAL,HANDGUN,F,41,,,NORTHEAST,BELAIR-EDISON,39.3174,-76.5785
832,2022/08/30 01:00:00+00,700 N CARROLLTON AVE,BURGLARY,,F,19,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,HARLEM PARK,39.2972,-76.6373
833,2022/08/30 06:00:00+00,3900 EIERMAN AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,22,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,ARCADIA,39.3304,-76.5666
834,2022/08/30 10:34:00+00,3500 CLIFTON AVE,AGG. ASSAULT,HANDGUN,F,20,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,MOUNT HOLLY,39.311,-76.6763
835,2022/08/30 11:00:00+00,3800 SAINT MARGARET ST,LARCENY,,M,51,NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER,,SOUTHERN,BROOKLYN,39.2318,-76.5961
836,2022/08/30 20:20:00+00,3800 EGERTON RD,COMMON ASSAULT,PERSONAL_WEAPONS,F,21,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,CALLAWAY-GARRISON,39.328,-76.6806
837,2022/08/30 09:20:00+00,1600 N Ashburton St,RAPE,,F,,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,COPPIN HEIGHTS/ASH-CO-EAST,39.3071,-76.6622
838,2022/08/30 09:28:00+00,5600 THE ALAMEDA,COMMON ASSAULT,,M,67,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,GLEN OAKS,39.3595,-76.5945
839,2022/08/30 21:17:00+00,4200 BELAIR RD,COMMON ASSAULT,PERSONAL_WEAPONS,F,31,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,BELAIR-EDISON,39.3277,-76.5659
840,2022/08/30 21:17:00+00,4200 BELAIR RD,COMMON ASSAULT,PERSONAL_WEAPONS,F,24,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,BELAIR-EDISON,39.3277,-76.5659
841,2022/08/30 22:23:00+00,2500 E OLIVER ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,55,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,BEREA,39.308,-76.5821
842,2022/08/30 22:00:00+00,500 PARK AVE,COMMON ASSAULT,,M,61,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,MOUNT VERNON,39.2951,-76.6183
843,2022/08/30 14:05:00+00,700 DRUID PARK LAKE DR,COMMON ASSAULT,PERSONAL_WEAPONS,F,37,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,RESERVOIR HILL,39.3166,-76.6315
844,2022/08/30 14:15:00+00,400 OLDHAM ST,AGG. ASSAULT,BLUNT_OBJECT,M,42,BLACK_OR_AFRICAN_AMERICAN,,SOUTHEAST,GREEKTOWN,39.288,-76.5559
845,2022/08/30 02:00:00+00,700 PARK AVE,LARCENY,,M,63,,,CENTRAL,MOUNT VERNON,39.2975,-76.6184
846,2022/08/30 14:49:00+00,3000 STRANDEN RD,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,M,16,WHITE,,SOUTHERN,LAKELAND,39.2521,-76.6457
847,2022/08/30 14:49:00+00,3000 STRANDEN RD,LARCENY,KNIFE_CUTTING_INSTRUMENT,M,22,BLACK_OR_AFRICAN_AMERICAN,,SOUTHERN,LAKELAND,39.2521,-76.6457
848,2022/10/03 22:00:00+00,4800 SETON DR,LARCENY,,M,65,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,SETON BUSINESS PARK,39.3442,-76.7067
849,2022/10/03 20:00:00+00,2500 MARBOURNE AVE,LARCENY,,M,57,WHITE,,SOUTHERN,LAKELAND,39.254,-76.65
850,2022/10/03 23:00:00+00,5100 LODESTONE WAY,AUTO THEFT,,M,20,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,PARKSIDE,39.3196,-76.5543
851,2022/10/03 13:00:00+00,3700 COLUMBUS DR,LARCENY,,M,37,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,DOLFIELD,39.3391,-76.678
852,2022/10/03 19:00:00+00,1800 BURNWOOD RD,AUTO THEFT,,F,51,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,PERRING LOCH,39.3532,-76.5823
853,2022/10/03 21:54:00+00,2800 SUNSET DR,COMMON ASSAULT,PERSONAL_WEAPONS,F,2,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,GWYNNS FALLS,39.2772,-76.6637
854,2022/10/03 15:53:00+00,0 S CHARLES ST,LARCENY FROM AUTO,,F,41,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,DOWNTOWN,39.2889,-76.615
855,2022/10/03 13:30:00+00,3500 BREHMS LN,COMMON ASSAULT,PERSONAL_WEAPONS,M,10,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,BELAIR-EDISON,39.3211,-76.5659
856,2022/10/03 17:10:00+00,1300 WALTERS AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,45,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,WOODBOURNE HEIGHTS,39.3598,-76.5923
857,2022/10/03 17:11:00+00,1200 N CHESTER ST,COMMON ASSAULT,,M,38,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,BROADWAY EAST,39.3051,-76.5882
858,2022/10/03 16:00:00+00,400 N LUZERNE AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,11,BLACK_OR_AFRICAN_AMERICAN,,SOUTHEAST,MCELDERRY PARK,39.2959,-76.5806
859,2022/10/03 17:40:00+00,300 W LEXINGTON ST,ROBBERY,PERSONAL_WEAPONS,F,24,WHITE,,CENTRAL,DOWNTOWN,39.2914,-76.62
860,2022/10/03 18:10:00+00,1300 WILDWOOD PKWY,COMMON ASSAULT,PERSONAL_WEAPONS,F,37,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,EDMONDSON VILLAGE,39.3007,-76.6839
861,2022/10/03 16:00:00+00,4600 REISTERSTOWN RD,LARCENY,,M,75,WHITE,,NORTHWEST,CENTRAL PARK HEIGHTS,39.3406,-76.6721
862,2022/10/03 18:41:00+00,0 LIGHT ST,ROBBERY - COMMERCIAL,OTHER_FIREARM,M,35,,,CENTRAL,DOWNTOWN,39.2883,-76.6136
863,2022/10/03 18:00:00+00,1900 WINDSOR AVE,AGG. ASSAULT,FIREARM,F,25,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,MONDAWMIN,39.313,-76.6491
864,2022/10/03 12:00:00+00,2400 W BELVEDERE AVE,LARCENY,,F,84,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,LEVINDALE,39.3545,-76.6623
865,2022/10/03 13:00:00+00,2600 E FAYETTE ST,AUTO THEFT,,F,41,,,SOUTHEAST,PATTERSON PARK NEIGHBORHOOD,39.2945,-76.5798
866,2022/11/10 19:12:52+00,4800 PIMLICO RD,COMMON ASSAULT,PERSONAL_WEAPONS,F,12,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,CYLBURN,39.3478,-76.6687
867,2022/11/10 00:00:00+00,2200 E CHASE ST,AGG. ASSAULT,PERSONAL_WEAPONS,M,9,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,MIDDLE EAST,39.3036,-76.5864
868,2022/11/10 19:10:00+00,3300 ALTO RD,COMMON ASSAULT,PERSONAL_WEAPONS,F,34,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,HANLON-LONGWOOD,39.3176,-76.673
869,2022/11/10 16:30:00+00,200 N CAREY ST,AUTO THEFT,,F,28,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,FRANKLIN SQUARE,39.2918,-76.6384
870,2022/11/10 19:16:00+00,700 S ROSE ST,AGG. ASSAULT,RIFLE,M,14,WHITE,,SOUTHEAST,CANTON,39.2838,-76.5807
871,2022/11/10 20:02:00+00,2600 BOSTON ST,LARCENY,,M,22,BLACK_OR_AFRICAN_AMERICAN,,SOUTHEAST,CANTON,39.2803,-76.5796
872,2022/11/10 15:45:00+00,2500 E FEDERAL ST,LARCENY FROM AUTO,,M,53,NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER,,EASTERN,BEREA,39.3089,-76.5824
873,2022/11/10 15:47:00+00,2700 MILES AVE,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,F,36,WHITE,,NORTHERN,REMINGTON,39.3195,-76.6228
874,2022/11/10 15:47:00+00,2700 MILES AVE,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,F,26,WHITE,,NORTHERN,REMINGTON,39.3195,-76.6228
875,2022/11/10 21:45:00+00,400 N EAST AVE,BURGLARY,PERSONAL_WEAPONS,F,24,BLACK_OR_AFRICAN_AMERICAN,,SOUTHEAST,ELLWOOD PARK/MONUMENT,39.2961,-76.5721
876,2022/11/10 23:00:00+00,1500 OAKRIDGE RD,LARCENY,,,,,,NORTHEAST,EDNOR GARDENS-LAKESIDE,39.3332,-76.5951
877,2022/11/10 06:44:00+00,1500 RUSSELL ST,LARCENY,,,,,,SOUTHERN,CARROLL - CAMDEN INDUSTRIAL AREA,39.2742,-76.6279
878,2022/11/10 00:39:00+00,1500 62ND ST,LARCENY,,,,,,NORTHEAST,PULASKI INDUSTRIAL AREA,39.3109,-76.531
879,2022/11/10 11:35:00+00,1700 PENNSYLVANIA AVE,LARCENY,,,,,,CENTRAL,UPTON,39.304,-76.6351
880,2022/11/10 15:15:00+00,1000 ALICEANNA ST,LARCENY,,,,,,SOUTHEAST,INNER HARBOR,39.2832,-76.5996
881,2022/11/10 05:30:00+00,5000 NORWOOD AVE,BURGLARY,,M,55,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,HOWARD PARK,39.3292,-76.6991
882,2022/11/10 05:45:00+00,2400 PICKWICK RD,AUTO THEFT,,M,36,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,DICKEYVILLE,39.3163,-76.7041
883,2022/11/10 03:00:00+00,1900 E LANVALE ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,21,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,BROADWAY EAST,39.3098,-76.5915
884,2022/11/10 07:00:00+00,1600 E FAYETTE ST,COMMON ASSAULT,,F,18,,,SOUTHEAST,DUNBAR-BROADWAY,39.2937,-76.5959
885,2022/11/10 16:58:00+00,1400 ORLEANS ST,ROBBERY - CARJACKING,HANDGUN,M,29,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,DUNBAR-BROADWAY,39.2952,-76.5986
886,2022/11/10 09:00:00+00,2000 MARYLAND AVE,AGG. ASSAULT,BLUNT_OBJECT,M,58,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,CHARLES NORTH,39.3123,-76.618
887,2022/10/27 01:20:00+00,400 S LINWOOD AVE,RAPE,PERSONAL_WEAPONS,F,43,WHITE,,SOUTHEAST,PATTERSON PARK,39.2875,-76.5759
888,2022/10/27 01:40:00+00,7000 HARFORD RD,LARCENY,,M,27,WHITE,,NORTHEAST,NORTH HARFORD ROAD,39.3673,-76.5486
889,2022/10/27 01:40:00+00,3700 BROOKLYN AVE,LARCENY FROM AUTO,,M,52,BLACK_OR_AFRICAN_AMERICAN,,SOUTHERN,BROOKLYN,39.2346,-76.5999
890,2022/10/27 06:00:00+00,4000 WOODMERE AVE,COMMON ASSAULT,,F,25,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,WOODMERE,39.3467,-76.6864
891,2022/10/27 10:00:00+00,1200 E 25TH ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,36,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,EAST BALTIMORE MIDWAY,39.3172,-76.598
892,2022/10/27 03:41:00+00,5700 Bowleys Ln,LARCENY FROM AUTO,,M,35,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,FRANKFORD,39.3178,-76.5501
893,2022/10/27 19:20:00+00,4700 FREDERICK AVE,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,M,25,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,TREMONT,39.2815,-76.6938
894,2022/10/27 00:00:00+00,800 LINDEN AVE,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,F,37,WHITE,,CENTRAL,MOUNT VERNON,39.2993,-76.6207
895,2022/10/27 04:40:00+00,300 N POPPLETON ST,BURGLARY,,F,21,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,POPPLETON,39.2927,-76.6323
896,2022/10/27 07:30:00+00,1000 LENTON AVE,AUTO THEFT,,F,58,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,CHINQUAPIN PARK,39.363,-76.5998
897,2022/10/27 15:30:00+00,3600 W SARATOGA ST,LARCENY,,F,37,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,ALLENDALE,39.291,-76.6769
898,2022/10/27 18:30:00+00,3400 RAVENWOOD AVE,AGG. ASSAULT,BLUNT_OBJECT,M,43,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,FOUR BY FOUR,39.3154,-76.5757
899,2022/10/27 15:30:00+00,600 E PRATT ST,LARCENY,,,,,,CENTRAL,INNER HARBOR,39.2868,-76.6077
900,2022/10/27 16:15:00+00,200 W 28TH ST,LARCENY,,,,,,NORTHERN,REMINGTON,39.3216,-76.6204
901,2022/10/27 16:38:00+00,600 E PRATT ST,LARCENY,,,,,,CENTRAL,INNER HARBOR,39.2868,-76.6077
902,2022/10/27 17:56:00+00,3600 CLIPPER MILL RD,BURGLARY,,,,,,NORTHERN,JONES FALLS AREA,39.3319,-76.6419
903,2022/10/27 10:00:00+00,1200 E 25TH ST,COMMON ASSAULT,PERSONAL_WEAPONS,,,,,NORTHEAST,EAST BALTIMORE MIDWAY,39.3172,-76.598
904,2022/10/27 09:00:00+00,3300 HILLEN RD,LARCENY FROM AUTO,,F,34,,,NORTHEAST,MONTEBELLO,39.3283,-76.5893
905,2022/10/27 09:11:52+00,500 W SARATOGA ST,AGG. ASSAULT,OTHER,M,30,WHITE,,CENTRAL,UNIVERSITY OF MARYLAND,39.2928,-76.6226
906,2022/10/27 10:00:00+00,3300 PARKLAWN AV,COMMON ASSAULT,UNKNOWN,M,22,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,BELAIR-EDISON,39.3236,-76.5761
907,2022/10/27 10:45:00+00,6200 FORTVIEW WAY,COMMON ASSAULT,,F,27,BLACK_OR_AFRICAN_AMERICAN,,SOUTHEAST,O'DONNELL HEIGHTS,39.2778,-76.5418
908,2022/10/14 18:30:00+00,2500 BOSTON ST,LARCENY,,,,,,SOUTHEAST,CANTON,39.2813,-76.5812
909,2022/10/14 19:01:00+00,600 E PRATT ST,LARCENY,,,,,,CENTRAL,INNER HARBOR,39.2868,-76.6077
910,2022/10/14 18:21:00+00,600 E PRATT ST,LARCENY,,,,,,CENTRAL,INNER HARBOR,39.2868,-76.6077
911,2022/10/14 18:01:00+00,700 W 40TH ST,LARCENY,,,,,,NORTHERN,HAMPDEN,39.3371,-76.6287
912,2022/10/14 18:02:00+00,700 W 40TH ST,LARCENY,,,,,,NORTHERN,HAMPDEN,39.3371,-76.6287
913,2022/10/14 18:15:00+00,900 WHITELOCK ST,LARCENY,,,,,,CENTRAL,RESERVOIR HILL,39.3145,-76.6327
914,2022/10/14 19:45:00+00,600 E 33RD ST,LARCENY,,,,,,NORTHERN,BETTER WAVERLY,39.3282,-76.6084
915,2022/10/14 19:58:00+00,6100 HARFORD RD,ROBBERY - COMMERCIAL,KNIFE_CUTTING_INSTRUMENT,,,,,NORTHEAST,WESTFIELD,39.3585,-76.556
916,2022/10/14 20:05:24+00,2400 JEFFERSON ST,LARCENY FROM AUTO,,,,,,SOUTHEAST,MCELDERRY PARK,39.2968,-76.5835
917,2022/10/14 03:16:00+00,2900 WASHINGTON BLVD,BURGLARY,,,,,,SOUTHWEST,MORRELL PARK,39.2612,-76.6585
918,2022/10/14 17:36:00+00,700 GORSUCH AVE,BURGLARY,,,,,,NORTHERN,BETTER WAVERLY,39.3271,-76.6063
919,2022/10/14 05:13:00+00,1100 E 33RD ST,ROBBERY - COMMERCIAL,PERSONAL_WEAPONS,,,,,NORTHEAST,BETTER WAVERLY,39.3286,-76.6005
920,2022/10/14 05:00:00+00,5600 REISTERSTOWN RD,LARCENY,,,,,,NORTHWEST,REISTERSTOWN STATION,39.3488,-76.6919
921,2022/10/14 07:50:00+00,400 E PRATT ST,LARCENY,,,,,,CENTRAL,INNER HARBOR,39.2867,-76.6099
922,2022/10/14 07:15:41+00,1000 W NORTH AVE,LARCENY,,,,,,CENTRAL,MADISON PARK,39.3102,-76.634
923,2022/10/14 13:06:00+00,5100 GROTON RD,LARCENY,,M,38,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,CEDONIA,39.3253,-76.5301
924,2022/10/14 17:42:00+00,300 W REDWOOD ST,LARCENY,,M,35,ASIAN,,CENTRAL,DOWNTOWN,39.2888,-76.62
925,2022/10/14 13:40:00+00,2800 N CALVERT ST,LARCENY FROM AUTO,,M,23,WHITE,,NORTHERN,CHARLES VILLAGE,39.3222,-76.6144
926,2022/10/14 05:13:00+00,1100 E 33RD ST,RAPE,PERSONAL_WEAPONS,F,30,UNKNOWN,,NORTHEAST,BETTER WAVERLY,39.3286,-76.6005
927,2022/10/14 23:06:00+00,2100 JEFFERSON ST,ROBBERY,PERSONAL_WEAPONS,F,31,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,CARE,39.2964,-76.5875
928,2022/10/14 03:30:00+00,400 S ANN ST,LARCENY,,F,44,WHITE,,SOUTHEAST,UPPER FELLS POINT,39.286,-76.5914
929,2022/10/14 08:20:00+00,4000 EASTERN AVE,LARCENY,,,,,,SOUTHEAST,HIGHLANDTOWN,39.2868,-76.5631
930,2022/10/03 09:33:00+00,5400 PULASKI HWY,LARCENY FROM AUTO,,M,31,WHITE,,EASTERN,ORANGEVILLE,39.3005,-76.5527
931,2022/10/03 09:50:00+00,3400 ANNAPOLIS RD,LARCENY FROM AUTO,,F,39,,,SOUTHERN,CHERRY HILL,39.2485,-76.6398
932,2022/10/03 16:00:26+00,2100 WALBROOK AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,68,WHITE,,WESTERN,MONDAWMIN,39.3107,-76.6518
933,2022/10/03 16:06:00+00,2500 W BELVEDERE AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,53,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,LEVINDALE,39.3528,-76.6668
934,2022/10/03 18:55:00+00,4400 ROLAND AVE,COMMON ASSAULT,,F,79,WHITE,,NORTHERN,KESWICK,39.3439,-76.6352
935,2022/10/03 21:30:00+00,500 WINSTON AVE,AUTO THEFT,,F,30,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,WINSTON-GOVANS,39.3501,-76.6078
936,2022/10/03 16:27:00+00,AV & W 25TH ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,34,WHITE,,NORTHERN,OLD GOUCHER,39.3178,-76.6184
937,2022/10/03 15:53:00+00,0 S CHARLES ST,LARCENY FROM AUTO,,F,25,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,DOWNTOWN,39.2889,-76.615
938,2022/10/03 12:25:00+00,300 W BALTIMORE ST,LARCENY,,,,,,CENTRAL,DOWNTOWN,39.2894,-76.6195
939,2022/10/03 18:00:00+00,100 N COLLINGTON AVE,AUTO THEFT,,F,28,WHITE,,SOUTHEAST,BUTCHER'S HILL,39.293,-76.5863
940,2022/10/03 18:30:00+00,0 N EUTAW ST,AUTO THEFT,,F,62,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,DOWNTOWN,39.2894,-76.6209
941,2022/10/03 14:40:00+00,2200 PRESSTMAN ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,15,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,COPPIN HEIGHTS/ASH-CO-EAST,39.305,-76.6525
942,2022/10/03 23:50:00+00,1500 WADSWORTH WAY,LARCENY FROM AUTO,,F,37,WHITE,,NORTHEAST,LOCH RAVEN,39.3637,-76.5838
943,2022/10/03 08:00:00+00,2000 HARFORD RD,COMMON ASSAULT,,M,23,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,EAST BALTIMORE MIDWAY,39.3138,-76.5982
944,2022/10/03 17:00:00+00,100 N COLLINGTON AVE,LARCENY,,M,25,BLACK_OR_AFRICAN_AMERICAN,,SOUTHEAST,BUTCHER'S HILL,39.2934,-76.5864
945,2022/10/03 00:00:00+00,3500 WOODSTOCK AVE,LARCENY FROM AUTO,,M,52,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,BELAIR-EDISON,39.3262,-76.5745
946,2022/10/03 19:00:00+00,2000 BANK ST,LARCENY,,M,28,WHITE,,SOUTHEAST,UPPER FELLS POINT,39.2869,-76.5888
947,2022/10/03 15:00:00+00,2500 KIRK AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,12,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,39.3196,-76.6006
948,2022/10/03 20:30:00+00,1700 BANK ST,LARCENY,,F,55,WHITE,,SOUTHEAST,FELLS POINT,39.2867,-76.5934
949,2022/11/10 19:14:00+00,2400 LIBERTY HEIGHTS AVE,COMMON ASSAULT,,F,19,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,MONDAWMIN,39.3186,-76.654
950,2022/11/10 19:10:00+00,3300 ALTO RD,COMMON ASSAULT,PERSONAL_WEAPONS,M,73,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,HANLON-LONGWOOD,39.3176,-76.673
951,2022/11/10 21:25:00+00,0 W MONTGOMERY ST,ROBBERY,FIREARM,M,58,WHITE,,SOUTHERN,FEDERAL HILL,39.2798,-76.6146
952,2022/11/09 04:10:00+00,1300 STONEWOOD RD,AUTO THEFT,,F,41,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,NEW NORTHWOOD,39.3489,-76.596
953,2022/11/09 20:00:00+00,2300 W LANVALE ST,AUTO THEFT,,M,58,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,EVERGREEN LAWN,39.297,-76.6537
954,2022/11/09 17:00:00+00,1900 DEERING AVE,LARCENY FROM AUTO,,M,36,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,MORRELL PARK,39.2634,-76.6541
955,2022/11/09 19:55:00+00,400 S STRICKER ST,AGG. ASSAULT,BLUNT_OBJECT,M,56,BLACK_OR_AFRICAN_AMERICAN,,SOUTHERN,NEW SOUTHWEST/MOUNT CLARE,39.2829,-76.6407
956,2022/11/09 19:55:00+00,NORTH AV & N CHARLES ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,38,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,CHARLES NORTH,39.3112,-76.6166
957,2022/11/09 19:55:00+00,NORTH AV & N CHARLES ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,29,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,CHARLES NORTH,39.3112,-76.6166
958,2022/11/09 21:00:00+00,700 ASHBURTON ST,ROBBERY,,F,32,WHITE,,WESTERN,MOSHER,39.2956,-76.6615
959,2022/11/09 21:40:00+00,1200 WILLIAM ST,LARCENY,,F,28,WHITE,,SOUTHERN,RIVERSIDE,39.2758,-76.6105
960,2022/11/09 21:55:00+00,4200 WABASH AVE,ROBBERY,PERSONAL_WEAPONS,M,23,,,NORTHWEST,ASHBURTON,39.3346,-76.6718
961,2022/11/09 11:39:00+00,1900 HARFORD RD,AGG. ASSAULT,PERSONAL_WEAPONS,F,27,WHITE,,EASTERN,EAST BALTIMORE MIDWAY,39.312,-76.5994
962,2022/11/09 11:40:00+00,1800 ASHBURTON ST,AGG. ASSAULT,FIRE_INCENDIARY_DEVICE,M,6,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,COPPIN HEIGHTS/ASH-CO-EAST,39.3082,-76.6623
963,2022/11/09 11:40:00+00,1800 ASHBURTON ST,AGG. ASSAULT,FIRE_INCENDIARY_DEVICE,M,0,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,COPPIN HEIGHTS/ASH-CO-EAST,39.3082,-76.6623
964,2022/11/09 11:40:00+00,1800 ASHBURTON ST,AGG. ASSAULT,FIRE_INCENDIARY_DEVICE,F,31,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,COPPIN HEIGHTS/ASH-CO-EAST,39.3082,-76.6623
965,2022/11/09 18:05:00+00,4500 VALLEY VIEW AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,53,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,FRANKFORD,39.3322,-76.5528
